author,text,time,likes
@Zeinrasyid,"sejujur nya gw agk skeptis ketika internet rumahan backingan/menggesek politik..kalau inet gw lbh milih yg independent..karena yg namanya inet, mau ada aturan tertera..siapa yg bisa jamin data kita aman ketika kita menggunakan inet murah tersebut..
ya kita bukan siapa2 yg pny data penting, tapi data2 remeh kita lah yg penting, apa yg kita mau, apa yg kita tau, apa yg kita lakukan, apa yg kita cari segala aktifitas di inet MURAH ini bisa aja di kumpulin..dijual atau di analisa untuk kepentingan politik kedepan nya..misal rakyat lagi butuh apa?tertarik dlm hal apa..?nanti ketika pemilu data itu jadi patokan untuk memikat hati rakyat..lalu kita tertarik hal apa..?bisa jadi ketika ada kejahatan besar..ditutupi/dialihkan oleh hal yg paling menarik di pikiran rakyat..

mungkin ini pemikiran liar gw yg halu..tapi bayangin kalau ada inet murah A, dipake hampir seluruh rakyat..terafiliasi dgn tokoh politik, penggunaan data kita dipakai untuk menangi kepentingan politik dan menutupi kejahatan dgn bombardir informasi yg bisa menutupi hasrat kita untuk mengetahui kebenaran (pengalihan isu).
yaudahhhh selesai lah nasib kita semua..

lalu pembahasan selanjutnya..
seberapa besar efek frequensi 1.4ghz ke tubuh manusia/mahluk hidup..?",8 jam yang lalu,0
@NakNak,"aku sih oke² aja ada internet 100ribu 100mbps, namanya internet baru ya pasti murah, soal hack² an apaan itu kan cuma sebatas data bisa dimanipulasi juga 😂 yang penting murah aja dan stabil dan misal naik harga juga gak masalah asal stabil dlu dan cepat, dari naik 100-200 ribu gak masalah juga totalnya jadi 300ribu tapi internet tetep wuswush dari pada sekarang beli kuota mahalnya bukan main, mana lemot cuma 10-20mbps/second ini yang sebenarnya pemerasan rakyat.",8 jam yang lalu,0
@aankurniawan6148,"Memang bener internet stabil itu mahal, gua udah dua tahun pakai my republik karena kecepatannya stabil dan kencang di jam berapapun, jadi mau live streaming, mantengin candle forex, main game dll lancar tanpa keluh kesah 😊",8 jam yang lalu (diedit),0
@Sfermadi,"Malah yg ada, kelas menengah ke bawah akan brsikap wajar dgn hrga segitu. Qt yg bayar internet rumah aja mahal ttep kerasa speed rendah. Di betulin lagi jka qt komplain ke CS nya",8 jam yang lalu,0
@agenghabibi2438,Telkomsel aja di sini(maluku) monopoli parah jaringan kaya sampah . Banyak masyarakat di sini di tempat saya di maluku utara pake Starlink... Sekarang ada program yg lain padahal Telkomsel aja sampah WOKWOKWOKWKWK,8 jam yang lalu,0
@emeth7698,Bagus sih kalo segitu harganya lagian sama aja kyk pake kartu sinyal pake pemancar,8 jam yang lalu,0
@Sambilan9646,"10:36 masyarakat ekonomi rendah nggak banyak nuntut, udah bisa internetan murah aja udah seneng",8 jam yang lalu,0
@iamiki21,"camkan, kalo ada tangan pemerintah jasil nya butut",9 jam yang lalu,0
@December-404,Gw 333.000 100Mbps. Kalo masang ini apa bisa 300.000 300Mbps? :\,9 jam yang lalu,0
@jekyk6082,I KNEW IT,9 jam yang lalu,0
@AKU.ADALAH.BAYANGAN,"PADA DASARNYA INTERNET ITU GRATIS, HANYA SAJA ada yang namanya istilah INDUSTRI",9 jam yang lalu,0
@Beatuser123,"Mending swasta deh, hal berbau bumn kebanyakan gak profesional. Noh si kom kom lemot banget harga mahal.",9 jam yang lalu,0
@ryannugroho4791,WIFI target 15000 kali ya KO ?? Pasti coco pegang Wifi?,9 jam yang lalu,0
@BorneanGuy,"Semoga saja terealisasi dengan baik, karena IMO, telkomsel sendiri sekarang monopolinya gila2an bikin harga seenak jidat, dulu 100 ribu bisa beli 95/100 GB 100 ribu jaringan lumayan lancar, sekarang? Downgrade parah 120 ribu bahkan lebih untuk 50an GB dengan grafik jaringan yang menjijikkan lemotnya, promo sudah hampir tidak ada kepada pengguna, sebagai orang yang tinggal di daerah pelosok telkomsel menjadi satu2nya pilihan yang mau tidak mau harus dipilih walaupun kualitasnya menurut saya yang sudah dari dulu menggunakan provider ini semakin buruk, membangun tower BTS digalakkan tapi tidak ada perubahan yang signifikan apa gunanya? Ini adalah komentar pribadi berdasarkan pengalaman di daerah pelosok yang jauh dari kota besar",9 jam yang lalu,0
@nunonickson,"Ini mah sama kek Orbit secara teknologi, beda skema doang. Tetep ngandelin jaringan BTS 4G/5G.. yg orbit aja sering ampas dan makin kesini harga paket dah mo sama kek Telkomselnya(simpati/as).. #mahal",9 jam yang lalu (diedit),0
@omedemod,Ane si dukung dlu deh,9 jam yang lalu,0
@Mahmud_Yasin,"Sudah daftar tapi ga ada kelanjutan. Modem ga dikirim, ga ada tindak lanjut setelah submit data. Ini scam ga sih? Data kita buat apa?",9 jam yang lalu,0
@masbro7807,"Yang mereka nggak ketahui bahwa internet di desa2 sudah dilayani menggunakan fiber optic oleh ISP ISP di daerah (bukan isp nasional).
Harganya juga murah...

Masyarakat Indonesia ini terkenal kreatif jangan salah.",9 jam yang lalu,0
@PelampuanSejati,👍,9 jam yang lalu,0
@HarryRaykage-d3z,Ada kuota yang murah ada kuota yang mahal tergantung operator nya tapi yang paling saya benci itu terkadang kuota sering hilang 😒,9 jam yang lalu,0
@thekingalucard8702,Ormasssss,9 jam yang lalu,0
@ikh1634,"Bisa jadi ga beda jaduh dari MBG, indah di awal mencret setelah jalan",9 jam yang lalu,0
@al_farizi9947,"Soal hack/sadap dari program RI. Entah benar atau tidak aq belum yakin.

Cuman SECARA LOGIS KESEMPATAN UNTUK KE SITU MEMUNGKINKAN",9 jam yang lalu,0
@jmc_adm,"Lucu . Internet 100 RB itu mahal buat rakyat , Murah buat korporasi. Rakyat tu cuma pakai hp untuk chatting masa harus 100 RB. 😂 Lucu uang hasil ngeruk nya udah abis nanti tinggal pusingnya tuh.",9 jam yang lalu,0
@muhendirudiatno22,SETELAH JOKOWI-LUHUT BERGANTI PRABOWO-HASYIM,9 jam yang lalu,0
@windia.wicaksono5849,"Dari jaman dulu ya begitu...utk backbone FO bisa kerja sama sama KAI atau yg punya jalan Tol...last mile nya pake wireless....tp itu perlu koneksi dari penguasa utk ""kerja sama"" dgn kreta api atau tol...klo pure B2B uda pasti di kasi harga mahal sama yg punya lahan utk lewatin FO nya..",9 jam yang lalu,0
@FatherofThesavior,"Saya suka Internet Rakyat, gak papa provider lain gulung tikar, dan lagi masa biaya kabel optic atau tower nya semahal itu memang buat instalis kabel optic ke 1 rumah setiap hari atau tower setiap 1 meter, kan enggak dan pasti ketutup keuntungan kalo pun rugi pasti di korupsi, kalo kalian ada yang pernah hidup di tahun 90 an, kalian pasti tau dulu untuk menonton acara TV atau memasang antena TV ada biaya atau tarif dan itu bayar setiap bulan, kenyataanya sekarang gratis, begitu juga Ht atau  jaman briker dulu juga bayar kenyataanya sekarang gratis, pada dasarnya alam sudah menyediakan gelombang itu dan jaringan itu. Biaya penelitiannya dan perawatannya yang mahal tapi ya gak seperti di Wakanda negara para setan, harganya mahal dan kualitasnya busuk bahkan pelayanannya orang orang SDM rendah hanya nyogok bekerja. banyak konspirasi dan Buser 😅😅 di luar negri ya gak mahal mahal amat bahkan di sediakan di area khusus, karena mereka sadar internet itu seperti kebutuhan pokok di era modern, mencerdaskan rakyat adalah program dan upaya pemerintahnya memajukan bangsa. Dahulu kita punya satelit eh malah di jual sama nenek yang ngaku bapaknya pahlawan padahal kacung belanda, kan parah, kalo bisa internet itu terjangkau bahkan kalo perlu Gratis.tinggal keamannya di tingjatkan, tapi yang jahat juga ya pemerintahnya sendiri di balik iklan iklan judol dan pinjol ya campur tangan pemerintah bahkan judol dan pinjol menjamur di wakanda. kalo ada yang menentang tulisan saya pasti orang bodoh atau buzer pemerintah atau pangkat pangkat cere, jika sekelas pejabat yang baca pasti paham  tapi gak bisa berbuat apa apa 😅, karena emang birokrasi dan monopoli di wakanda ini berat persaingan barat dan timur. Namanya juga merdeka bersarat. Terimakasih untuk infonya Mas keep sharing 🙏",9 jam yang lalu,0
@bluescreen4599,Indihome kalo primetime juga ngeleg,9 jam yang lalu,1
@nanadyapp,"kalian percaya pemerintah? akusih engga, nanti masyarakat mudah dibungkam, mudah dilacak & mereka dapet duit banyakk. Ga dulu deh 🙏🏻 kecuali negara kita udah modelan jepang modelan china, barudeh gue mau",9 jam yang lalu,0
@tigerbladesoul5954,Klau bener ada internet murah 100 ribu/bulan tapi koneksinya cepat tidak lemot apa mungkin ? Konoha ini kadang beritanya bombastis tapi di realnya gak sesuai ekspektasi,9 jam yang lalu,0
@mbid2bagus319,"Apalagi ini internet rakyat?
Ya tuhan mengapa aku WNI
😢",10 jam yang lalu,0
@AVSmadiunofficial,nyimak,10 jam yang lalu,0
@reskifebriyansyah,"Bagus, indihome telkomsel udah koneksi busuk, mahal lagi, emg kikir, sekalian aja hantam itu biar tutup sekalian 😂",10 jam yang lalu,0
@agungfebriansyah3143,"10:34 Makin miskin makin rewel, sesuai netizen yg komen2 ngawur kah 🤔",10 jam yang lalu,0
@ahmadribhan2938,Saya tetap ke Provider Kabel Optik. Karena aman. Wireless gak Stabil.,10 jam yang lalu,0
@ahmadribhan2938,Wah semakin lambatlah Pemerintah menangani Bencana Alam karena Dana Negara bisa dialihkan Untuk mengembangkan Internet Rakyat.,10 jam yang lalu,0
@adijaya6360,"Tetap optimistis 1000k/ bulan
Sampai kapanpun",10 jam yang lalu,0
@nuurulhidaayah1350,Bener bgt nih d daerah saya internet makin lelet. Makin mahal pula tsel.... sampah emang!!!,10 jam yang lalu,0
@thingthing9762,Apa lagi nama nya Telkomsel Mahal speed internet kya TAE.....😂,10 jam yang lalu,0
@ahmadribhan2938,Bisa gak sih Provider Internet Sadap Data Warga Negara lalu dikirim ke Amerika. Contohnya Perusahaan Anti Virus menciptakan Virus agar Perusahaannya terus berkembang.,10 jam yang lalu,0
@mwfadillah,"Buat maen game.. butuh internet cepat.. kalo buat puter video pelajaran di tiktok, youtube, wasap, 15 mbps udah cukup bgt..",10 jam yang lalu,0
@Sry137,"Aku adalah pengguna starlite, untuk hp yg sudah 5g, internetnya masih kurang lancar dan cenderung kadang ilang ilangan, dan saat ilang itu tidak hanya beberapa jam, kadang sampai seharian",10 jam yang lalu,1
@ibpraw8409,Tertarik bung... Murmer jg,10 jam yang lalu,0
@kokoboy999,Bang coba bahas BlackBox Dawn internet bang,10 jam yang lalu,0
@Frainbow_404,"Murah unlimitit .
Sk fup",10 jam yang lalu,0
@KillerBee-q4l,internet didaerah saya juga 100rb/bulan. kenceng iya. stabil iya. tapi tidak murni lancar dan stabil. ada kala jumping2 ada kala tidak ada data. tapi itu tidak setiap hari. sejauh ini lumayan bagus. dan murah.👍,10 jam yang lalu,0
@we_r_nana119,"Ntah lah ya. semenjak ada internet rakyat, indi🏠 makin kenceng speed nya di rumah 😂",10 jam yang lalu,0
@sntrpresent8348,"Saya STB openwrt Tembus di 150mbs cuman 65k 
Tapi belum ada yang senyaman internet fiber optik",10 jam yang lalu,0
@andri.yuwono,To go to be true.... ❤🎉,10 jam yang lalu,1
@DESWARTIDes,Yg ikut ipo tahan 10 tahun ibarat rupiah jadi dollar,11 jam yang lalu,0
@RohayatiRohayati-x5q,"Bang Raymond tolong usut kasus penipuan Investasi PT Dana Syariah Indonesia di mana 14.099 Lender dibuat menderita lahir dan batin karena uang yang harusnya bisa di ambil di tahan oleh PT Dana Syariah Indonesia. Bisa Hubungi Ketua Paguyuban lender DSI yang jadu jubir kami para lender yang jadi korban , terimakasih yaa Bang semoga menjadi perhatian Abang",11 jam yang lalu,0
@SuryaSurya-re3vn,"Cuma bisa di daerah tertentu, yg sudah punya infrastruktur rel kereta api khususnya di  pulau Jawa",11 jam yang lalu,0
@syaifulrbc6163,Bulsit ah! Negara ini merampok uang Rakyat dari Internet.,11 jam yang lalu,0
@turtuul3919,Resiko nya kalau pemerintah mau bungkam kita bisa denga mudah IP kita dimatiin,11 jam yang lalu,0
@turtuul3919,"Wajar aja menang lelang, adek presiden",11 jam yang lalu,0
@SetyoPujisantoso-g6d,nggak bakal percaya 😂😂,11 jam yang lalu,0
@sswag87,Gw byr 100 rb 100 Mbps bukan gimmick bukan boong. Dah pake hampir 3 tahun stabil. Semua teman2 gw juga pake.,11 jam yang lalu,0
@totem168,"Meskipun saat ini saya tidak berada di Indonesia dan tidak akan menggunakan ""Internet Rakyat"", saya sangat suka membahas isu jaringan di tanah air. Seandainya saya di Indonesia, saya pasti akan mendukung dan berlangganan layanan ini, walaupun mungkin saya memiliki opsi koneksi lain yang lebih baik, demi mendukung pemerataan informasi dan menciptakan ekosistem digital baru yang lebih besar.

Dengan teknologi saat ini, jika dieksekusi dengan benar, program ini bisa membawa perubahan besar. Kuncinya ada pada integrasi. Jika ""farm server"" dan Data Center (DC) menggunakan backbone yang sama dengan Internet Rakyat, ini akan menjadi kemenangan bagi semua pihak, baik pengguna akhir maupun pengelola DC.

Saat saya meninggalkan Indonesia, jumlah DC masih sedikit. Namun, jika backbone Internet Rakyat tersambung langsung (direct peering) ke DC di sepanjang jalurnya, biaya hosting bisa ditekan drastis. DC akan mendapatkan akses langsung ke jutaan pelanggan dengan kecepatan dan kestabilan tinggi melalui jalur optik, setara dengan kualitas interkoneksi antar DC.

Tentu saja, tantangan di lapangan seperti cuaca dan potensi ""bottleneck"" di setiap POP (Point of Presence) bisa terjadi. Namun, risiko ini bisa diminimalisir jika POP tersambung ke backbone utama menggunakan jalur fiber optic yang kuat. Jika terpaksa menggunakan nirkabel (wireless) karena lokasi yang sulit dijangkau optik, harus menggunakan pita frekuensi lebar (biasanya berbayar/lisensi khusus).

Perlu diingat, sehebat apapun link wireless, ia memiliki batasan fisik karena merupakan ""shared medium"" (satu jalur dipakai beramai-ramai), berbeda dengan kabel yang memiliki port tersendiri (dedicated). Jika POP terlalu padat dan hanya mengandalkan wireless, kualitas pasti menurun.

Masalah lain yang mungkin timbul adalah konektivitas internasional. Jika Internet Rakyat tidak memiliki link langsung yang memadai ke DC lokal, beban akan lari ke link internasional, bersamaan dengan link yang memang untuk ke internasional, padahal link internasional harganya sangat mahal. Meskipun bisa diakali dengan manajemen bandwidth, batasan teknologi telekomunikasi tetap ada.

Namun, jika Internet Rakyat berhasil terhubung langsung ke berbagai DC lokal, ini akan memicu revolusi digital. Bahkan pengguna rumahan yang sudah memakai fiber optic provider lain pun mungkin akan tertarik beralih jika layanannya stabil.

Bagi penyedia layanan lain (ISP), seharusnya tidak perlu terlalu panik saat ini. Izin mendirikan menara di Indonesia tidak mudah, dan lokasi-lokasi premium biasanya sudah dikuasai pemain lama. Mungkin butuh waktu lama sampai Internet Rakyat bisa mematikan kompetitor, kecuali mereka melakukan gebrakan besar.

Ancaman sebenarnya justru datang dari Starlink. Mereka memiliki modal raksasa dan tidak membutuhkan banyak POP lokal, mereka hanya butuh Base Station yang bisa dibangun di mana saja (bahkan di daerah murah) asalkan terhubung ke jaringan lokal Indonesia. Skalabilitas Starlink jauh lebih menakutkan dibandingkan penyedia lokal manapun.

Kesimpulannya, kemungkinan terburuk dari Internet Rakyat adalah koneksi hanya akan lancar untuk mengakses situs situs lokal yang terhubung backbone mereka. Selebihnya, jika cuaca buruk atau jumlah POP tidak sebanding dengan membludaknya jumlah pengguna di satu area, penurunan kualitas layanan adalah hal yang pasti terjadi.",11 jam yang lalu,0
@jelen3880,alhamdullah  kalo emng ada internet rakyat,11 jam yang lalu,0
@kamuikaspro9939,"YANG PERLU DIPERHATIKAN.. ADA BERITA INTERNET RAKYAT.. disaat yang sama... INTERNET JADI JAUH  MAKIN LEMOT DI SEMUA LINI, gak itu wifi, tri, telkom, XL apapun itu!! bahkan kadang sampe susah search di google doank!!!

Coincidence?",12 jam yang lalu,0
@dats.8540,Teknologi nya menarik tapi kalo bener untuk rakyat terlalu clickbait dah Teknologi wifi fwa kya gini udah dipake sama perusahaan2 besar juga kan kaya kantor prabrik dll di bangunannya,12 jam yang lalu,0
@aimanshodakh,Kalian sua tlll d kasi daging malah ga terima,12 jam yang lalu,0
@retnohanggarArniati-r7m,Berbisnis n bersaing sehat jangan ada rekayasa yg merugikan masyarakat agar ke untungannya tidak menjadi haram hukum nya.,12 jam yang lalu,0
@alfinbacil,"BENER GAK UNLIMITED? Yang penting itu aja sih. Bodo amat ama ping, selagi dibawah 50ms aman aja.",13 jam yang lalu,0
@dwiprihanto4442,"nikmati aja selama itu menguntungkan, peduli setan dibalik itu semua,,, tp tetap waspada dong😂,,, pinter dikit lah",13 jam yang lalu,0
@tuyulajaib2329,"AKU PASANG WIFI GRATIS IURAN BULANAN 100 RIBU.DAN ITU GAK OMON OMON..KALO GAK PERCAYA DATANG KE DAERAH JOGJA KLATEN SOLO BOYOLALI SEMARANG,SEMUANYA SAMA.BEDA SAMA YG PAKE ANTENA.WIFI KU DI RUMAH TIAP HARI APALAGI KALO MALEM ADA SEKITAR 11 SAMPE 15 ORANG MAIN DI RUMAH,SETIAP HARI,JARINGAN OKE.",13 jam yang lalu (diedit),0
@joekiplik9108,"Buat g lbh bertanya ke arah : 
* Kapan tender frequnsi di lakukan ? Aneh kalo pita 2.4 GHz aja di pake rame rame ..ini dimonopoli ...ada bau KKN yg kenceng.. 
100rb rada aneh si ...ini target minimum customernya brapa biar masuk itungan buat inveatasi baru 5 G. ARPU tetap 100rb/bulan lumayan sebenernya kalo subsceibernya cukup gede ....bisa nutup banyak biaya operasional ...cek aja rata rata operator skarang juga gak akan jauh dari segitu ...",13 jam yang lalu,0
@imamyuwono3915,Jangan Lupa... TOWER BERSAMA  Infra Stuktur BTS Se Indonesia,13 jam yang lalu,0
@andyragiel,"Dari denger namanya aja agak mencurigakan sih dan sejauh ini (setelah nonton videonya) belum tertarik sama IRA.
Kalo udah bener ada si IRA itu berharap kuota internet jadi murah lagi",13 jam yang lalu,0
@0xUltima,"harga 100k up to 100mbps oke bgt di sini indihome ada tapi gak laku karna mahal+ada fup nya di daerahku rata2 yg laku pakek rtrwnet walupun mahal 120k cuma dpt 20mbps tapi unli,,,yg hancur duluan wifi rtrwnet kalo internet rakyat stabil gak sering gangguan profider lokal juga ikut hancur",13 jam yang lalu (diedit),0
@SamsulArifin-b3b,Bisa terwujud jika para koruptor di tangkap dan d hukum mati.. Korupsi bikin rakyat sengsara karena mereka mencuri aset negara... Ayo dukung Pak prabowo memberantas korupsi dan pengkhianat bangsa,13 jam yang lalu,0
@baradhio,Lebih concern ke security dan privacynya.,13 jam yang lalu,0
@sekedarhiburan730,Cara pemerintah menghancurkan bisnis internet swastta😂,14 jam yang lalu,0
@Hen_die,"Udah banyak yg bahas di forum kenyataannya emang kenceng dan stabil, tapi ini kan kondisinya masih sepi pemakai mungkin ya gitu bagus² aja. Gk tw klo rame",14 jam yang lalu,0
@afanindonesia811,Sadar ga si paket internet semakin ke sini cepet habis nya paket Telkomsel yg 200 rebu 80gb ga sampe 1 bulan udah abis mana kadang jaringan lemot bahkan hp Masih 4g,14 jam yang lalu,0
@arektapan11,"bolehlah dibuat awalan sebagai mimpi bersama, perkara terealisasi atau pending saya kira tidak ada salahnya minimal sudah mewacanakannya. Sementara the best choice masih di RTRW illegal, sama sama 100rb udah unlimited walo cm 10mBps 2:1 😄 (pelosok jawa pinggiran)",14 jam yang lalu,0
@secret3149,😮😮😮😮😮😮😮😮😮😮😮,14 jam yang lalu,0
